species,longitude,latitude,publication,source,country,year
Bd,9.082688889,4.322938889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.6751,4.96335,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.0492,2.90096,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,14.02446,2.62278,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.48567,5.21687,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,14.02324,2.63101,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.9041,2.90057,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.9041,2.90057,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.48567,5.21687,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.9041,2.90057,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.066349833,4.32228,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.6751,4.96335,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.082688889,4.322938889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.48567,5.21687,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.86721,4.954929833,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,14.03517,2.64472,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.9041,2.90057,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.082688889,4.322938889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.082688889,4.322938889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.9041,2.90057,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.668599833,4.9606,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.9041,2.90057,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.9041,2.90057,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.082688889,4.322938889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.066349833,4.32228,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.866088889,4.9538,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.9041,2.90057,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.86721,4.954929833,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.15853,5.85573,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.668599833,4.9606,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.6751,4.96335,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.668599833,4.9606,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.695629833,4.947809833,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.0492,2.90096,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.6751,4.96335,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.778269444,4.833905556,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.15853,5.85573,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.668599833,4.9606,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.082688889,4.322938889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.86721,4.954929833,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.12686,5.66016,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.695629833,4.947809833,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.6751,4.96335,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.86721,4.954929833,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.15853,5.85573,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.866088889,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.48567,5.21687,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,14.02324,2.63101,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.15853,5.85573,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,14.0234,2.6106,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.48567,5.21687,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.668599833,4.9606,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,14.03115,2.6445,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.15853,5.85573,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.066349833,4.32228,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.15853,5.85573,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.15853,5.85573,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.15853,5.85573,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,14.0234,2.6106,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.668599833,4.9606,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.668599833,4.9606,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.15853,5.85573,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.15853,5.85573,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.865061111,4.959438889,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.695629833,4.947809833,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,10.15853,5.85573,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.9041,2.90057,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.06609,4.32676,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,16.47182,-2.58555,"Blackburn Lab, Vredenburg Lab",Sonia,Democratic Republic of the Congo,2013
Bd,13.60987,-2.30807,Jongsma et al. 2016,Lit Review,Congo,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21873,-0.64073,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21873,-0.64073,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.7821,-0.1772,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.58235,-2.23806,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.58264,-2.23971,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,11.1664,-0.0554,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77682,-0.18292,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77682,-0.18292,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,11.15926,-0.05954,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.63946,-2.1691,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.59902,-2.30807,Jongsma et al. 2016,Lit Review,Congo,2015
Bd,13.59902,-2.30807,Jongsma et al. 2016,Lit Review,Congo,2015
Bd,10.21318,-0.63971,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.22071,-0.64375,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,11.16428,-0.04916,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,11.16428,-0.04916,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,11.16428,-0.04916,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,11.15926,-0.05954,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21818,-0.64305,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77828,-0.18093,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77828,-0.18093,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,11.16428,-0.04916,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21873,-0.64073,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21873,-0.64073,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21873,-0.64073,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21873,-0.64073,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.58085,-2.23767,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.81241,-0.80493,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.81241,-0.80493,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.67244,-0.86831,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.67244,-0.86831,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.63946,-2.1691,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,11.16493,-0.05205,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.58746,-2.2419,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77828,-0.18093,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77682,-0.18292,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77682,-0.18292,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.58235,-2.23806,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.63431,-2.157664,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.6414,-2.15461,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.6414,-2.15461,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.67244,-0.86831,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.67244,-0.86831,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.67244,-0.86831,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,13.60987,-2.31967,Jongsma et al. 2016,Lit Review,Congo,2015
Bd,13.63506,-2.12448,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.67244,-0.86831,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21742,-0.64195,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.67244,-0.86831,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.67244,-0.86831,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.21873,-0.64073,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77682,-0.18292,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.67244,-0.86831,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77727,-0.18482,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.78135,-0.17502,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,12.67244,-0.86831,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,11.1587,-0.06216,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.78291,-0.16839,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77727,-0.18482,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77727,-0.18482,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77682,-0.18292,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77682,-0.18292,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77682,-0.18292,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,10.77973,-0.1766,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,11.16493,-0.05205,Jongsma et al. 2016,Lit Review,Gabon,2015
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
