"","bio_1","bio_2","bio_3","bio_4","bio_7","bio_14","bio_15","bio_18","bio_19","Built2009","crop2005","NavWat2009","Pastur2009","Popden2010","Railways","Roads","HFP2009","pet_he_yr","aet_yr","perren_str","interm_str","dams","canals","perren_wb","interm_wb","dry_salt_f","ocean_sea","prelim_ric","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"2863",176,120,90,192,132,41,33,344,208,0,0,0,0,6,0,0.25133,6.25133,1519,1165,28234.6,227541,5246130,1741110,21158.5,86336.2,1186310,1186310,27,-1.57792627244817,2.16671268165855,0.292707934942098,-0.574544607149126,0.454666195471761,-0.127553720908062,0.135636687973662
"2864",176,120,90,192,132,41,33,344,208,0,0,0,0,6,0,0.25133,6.25133,1519,1165,28234.6,227541,5246130,1741110,21158.5,86336.2,1186310,1186310,27,-1.57792627244817,2.16671268165855,0.292707934942098,-0.574544607149126,0.454666195471761,-0.127553720908062,0.135636687973662
"2865",176,120,90,192,132,41,33,344,208,0,0,0,0,6,0,0.25133,6.25133,1519,1165,28234.6,227541,5246130,1741110,21158.5,86336.2,1186310,1186310,27,-1.57792627244817,2.16671268165855,0.292707934942098,-0.574544607149126,0.454666195471761,-0.127553720908062,0.135636687973662
"2866",176,120,90,192,132,41,33,344,208,0,0,0,0,6,0,0.25133,6.25133,1519,1165,28234.6,227541,5246130,1741110,21158.5,86336.2,1186310,1186310,27,-1.57792627244817,2.16671268165855,0.292707934942098,-0.574544607149126,0.454666195471761,-0.127553720908062,0.135636687973662
"2867",176,120,90,192,132,41,33,344,208,0,0,0,0,6,0,0.25133,6.25133,1519,1165,28234.6,227541,5246130,1741110,21158.5,86336.2,1186310,1186310,27,-1.57792627244817,2.16671268165855,0.292707934942098,-0.574544607149126,0.454666195471761,-0.127553720908062,0.135636687973662
"2868",176,120,90,192,132,41,33,344,208,0,0,0,0,6,0,0.25133,6.25133,1519,1165,28234.6,227541,5246130,1741110,21158.5,86336.2,1186310,1186310,27,-1.57792627244817,2.16671268165855,0.292707934942098,-0.574544607149126,0.454666195471761,-0.127553720908062,0.135636687973662
"2869",206,124,92,229,134,37,34,241,383,0,0,0,0,7,0,0.259295,7.2593,1674,994,18090.6,216664,5236540,1753970,31281.1,79381.3,1183320,1183320,26,-1.80893190568636,1.90320728641593,0.946861357882148,0.251471221992304,1.28086322950696,0.748305356752972,0.247723057308352
"2870",206,124,92,229,134,37,34,241,383,0,0,0,0,7,0,0.259295,7.2593,1674,994,18090.6,216664,5236540,1753970,31281.1,79381.3,1183320,1183320,26,-1.80893190568636,1.90320728641593,0.946861357882148,0.251471221992304,1.28086322950696,0.748305356752972,0.247723057308352
"2871",206,124,92,229,134,37,34,241,383,0,0,0,0,7,0,0.259295,7.2593,1674,994,18090.6,216664,5236540,1753970,31281.1,79381.3,1183320,1183320,26,-1.80893190568636,1.90320728641593,0.946861357882148,0.251471221992304,1.28086322950696,0.748305356752972,0.247723057308352
"2872",201,123,91,240,135,37,34,254,201,0,0,0,0,7,0,0.251258,7.25126,1645,1021,17242.1,216051,5235450,1752900,30443.3,77425.8,1180740,1180740,29,-1.88788554023783,1.87761991382753,0.874189487710668,0.197769715741284,1.0617579197519,0.742254626435912,0.251188127222486
"2873",201,123,91,240,135,37,34,254,201,0,0,0,0,7,0,0.251258,7.25126,1645,1021,17242.1,216051,5235450,1752900,30443.3,77425.8,1180740,1180740,29,-1.88788554023783,1.87761991382753,0.874189487710668,0.197769715741284,1.0617579197519,0.742254626435912,0.251188127222486
"2874",202,124,91,199,135,36,35,248,196,0,0,0,0,8,0,0.250063,8.25006,1649,1005,13596.2,212432,5231800,1755740,32505.6,73965.9,1177780,1177780,28,-2.07503491252839,1.74370585529455,0.804117775431486,0.223647775021991,1.30205626776728,0.914905220364482,0.408848289822697
"2875",202,124,91,199,135,36,35,248,196,0,0,0,0,8,0,0.250063,8.25006,1649,1005,13596.2,212432,5231800,1755740,32505.6,73965.9,1177780,1177780,28,-2.07503491252839,1.74370585529455,0.804117775431486,0.223647775021991,1.30205626776728,0.914905220364482,0.408848289822697
"2876",202,124,91,199,135,36,35,248,196,0,0,0,0,8,0,0.250063,8.25006,1649,1005,13596.2,212432,5231800,1755740,32505.6,73965.9,1177780,1177780,28,-2.07503491252839,1.74370585529455,0.804117775431486,0.223647775021991,1.30205626776728,0.914905220364482,0.408848289822697
"2877",202,124,91,199,135,36,35,248,196,0,0,0,0,8,0,0.250063,8.25006,1649,1005,13596.2,212432,5231800,1755740,32505.6,73965.9,1177780,1177780,28,-2.07503491252839,1.74370585529455,0.804117775431486,0.223647775021991,1.30205626776728,0.914905220364482,0.408848289822697
"2878",202,124,91,199,135,36,35,248,196,0,0,0,0,8,0,0.250063,8.25006,1649,1005,13596.2,212432,5231800,1755740,32505.6,73965.9,1177780,1177780,28,-2.07503491252839,1.74370585529455,0.804117775431486,0.223647775021991,1.30205626776728,0.914905220364482,0.408848289822697
"2879",202,124,91,199,135,36,35,248,196,0,0,0,0,8,0,0.250063,8.25006,1649,1005,13596.2,212432,5231800,1755740,32505.6,73965.9,1177780,1177780,28,-2.07503491252839,1.74370585529455,0.804117775431486,0.223647775021991,1.30205626776728,0.914905220364482,0.408848289822697
"2880",202,124,91,199,135,36,35,248,196,0,0,0,0,8,0,0.250063,8.25006,1649,1005,13596.2,212432,5231800,1755740,32505.6,73965.9,1177780,1177780,28,-2.07503491252839,1.74370585529455,0.804117775431486,0.223647775021991,1.30205626776728,0.914905220364482,0.408848289822697
"2881",202,124,91,199,135,36,35,248,196,0,0,0,0,8,0,0.250063,8.25006,1649,1005,13596.2,212432,5231800,1755740,32505.6,73965.9,1177780,1177780,28,-2.07503491252839,1.74370585529455,0.804117775431486,0.223647775021991,1.30205626776728,0.914905220364482,0.408848289822697
"2882",202,124,91,199,135,36,35,248,196,0,0,0,0,8,0,0.250063,8.25006,1649,1005,13596.2,212432,5231800,1755740,32505.6,73965.9,1177780,1177780,28,-2.07503491252839,1.74370585529455,0.804117775431486,0.223647775021991,1.30205626776728,0.914905220364482,0.408848289822697
"2883",202,124,91,199,135,36,35,248,196,0,0,0,0,8,0,0.250063,8.25006,1649,1005,13596.2,212432,5231800,1755740,32505.6,73965.9,1177780,1177780,28,-2.07503491252839,1.74370585529455,0.804117775431486,0.223647775021991,1.30205626776728,0.914905220364482,0.408848289822697
"2884",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"2885",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"2886",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"2887",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"2888",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"2889",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"2890",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"2891",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"2892",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"2893",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"2894",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222838,5238350,1738230,14247.7,76599.7,1172110,1172110,36,-1.51158948965935,1.63690213559793,0.461886762367487,-1.54056991978156,0.35038177374375,0.0184231772138288,0.143534281188149
"2895",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222838,5238350,1738230,14247.7,76599.7,1172110,1172110,36,-1.51158948965935,1.63690213559793,0.461886762367487,-1.54056991978156,0.35038177374375,0.0184231772138288,0.143534281188149
"2896",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222838,5238350,1738230,14247.7,76599.7,1172110,1172110,36,-1.51158948965935,1.63690213559793,0.461886762367487,-1.54056991978156,0.35038177374375,0.0184231772138288,0.143534281188149
"2897",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222838,5238350,1738230,14247.7,76599.7,1172110,1172110,36,-1.51158948965935,1.63690213559793,0.461886762367487,-1.54056991978156,0.35038177374375,0.0184231772138288,0.143534281188149
"2898",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222838,5238350,1738230,14247.7,76599.7,1172110,1172110,36,-1.51158948965935,1.63690213559793,0.461886762367487,-1.54056991978156,0.35038177374375,0.0184231772138288,0.143534281188149
"2899",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222838,5238350,1738230,14247.7,76599.7,1172110,1172110,36,-1.51158948965935,1.63690213559793,0.461886762367487,-1.54056991978156,0.35038177374375,0.0184231772138288,0.143534281188149
"2900",159,116,89,250,130,29,38,334,183,0,0,0,0,6,0,0.250028,6.25003,1421,1105,24156.7,222601,5238030,1738300,14388.3,76268.6,1171700,1171700,36,-1.56221831819894,1.58579070988976,0.542171706520836,-1.4060812587418,0.37874372619328,0.063382831141526,0.127935388685453
"2901",159,116,89,250,130,29,38,334,183,0,0,0,0,6,0,0.250028,6.25003,1421,1105,24320.2,222719,5238090,1738090,14217.9,76309.4,1171610,1171610,36,-1.5623618105752,1.58461336895051,0.543708035833823,-1.40865268692891,0.381226143240595,0.055789675508635,0.126890399399725
"2902",159,116,89,250,130,29,38,334,183,0,0,0,0,6,0,0.250028,6.25003,1421,1105,24320.2,222719,5238090,1738090,14217.9,76309.4,1171610,1171610,36,-1.5623618105752,1.58461336895051,0.543708035833823,-1.40865268692891,0.381226143240595,0.055789675508635,0.126890399399725
"2903",154,114,89,256,128,30,38,339,189,0,0,0,0,6,0,0.25003,6.25003,1389,1115,22761.2,221277,5236870,1739710,15794.1,75166.6,1171190,1171190,36,-1.5140878591315,1.60025929502535,0.460627978832144,-1.58870427207381,0.302521685699236,0.0761773147271089,0.150064075380931
"2904",154,114,89,256,128,30,38,339,189,0,0,0,0,6,0,0.25003,6.25003,1389,1115,22761.2,221277,5236870,1739710,15794.1,75166.6,1171190,1171190,36,-1.5140878591315,1.60025929502535,0.460627978832144,-1.58870427207381,0.302521685699236,0.0761773147271089,0.150064075380931
"2905",154,114,89,256,128,30,38,339,189,0,0,0,0,6,0,0.25003,6.25003,1389,1115,22761.2,221277,5236870,1739710,15794.1,75166.6,1171190,1171190,36,-1.5140878591315,1.60025929502535,0.460627978832144,-1.58870427207381,0.302521685699236,0.0761773147271089,0.150064075380931
"2906",154,114,89,256,128,30,38,339,189,0,0,0,0,6,0,0.25003,6.25003,1389,1115,22761.2,221277,5236870,1739710,15794.1,75166.6,1171190,1171190,36,-1.5140878591315,1.60025929502535,0.460627978832144,-1.58870427207381,0.302521685699236,0.0761773147271089,0.150064075380931
"2907",154,114,89,256,128,30,38,339,189,0,0,0,0,6,0,0.25003,6.25003,1389,1115,22761.2,221277,5236870,1739710,15794.1,75166.6,1171190,1171190,36,-1.5140878591315,1.60025929502535,0.460627978832144,-1.58870427207381,0.302521685699236,0.0761773147271089,0.150064075380931
"2908",154,114,89,256,128,30,38,339,189,0,0,0,0,6,0,0.25003,6.25003,1389,1115,22761.2,221277,5236870,1739710,15794.1,75166.6,1171190,1171190,36,-1.5140878591315,1.60025929502535,0.460627978832144,-1.58870427207381,0.302521685699236,0.0761773147271089,0.150064075380931
"2909",152,114,89,233,127,31,38,344,192,0,0,0,0,7,0,0.250007,7.25001,1374,1128,20775.1,219417,5235270,1741750,17815.4,73685.1,1170590,1170590,36,-1.6194994524221,1.52221143364052,0.253267246494788,-1.66092770413108,0.480134207735567,0.124775695475843,0.325792726983654
"2910",152,114,89,233,127,31,38,344,192,0,0,0,0,7,0,0.250015,7.25001,1374,1128,20587.6,219084,5234770,1741740,17951,73131.6,1169830,1169830,35,-1.63704578622119,1.52783042184705,0.256766086662024,-1.65416898002545,0.477335252226838,0.121980123310006,0.323237586474811
"2911",152,114,89,233,127,31,38,344,192,0,0,0,0,7,0,0.250015,7.25001,1374,1128,20587.6,219084,5234770,1741740,17951,73131.6,1169830,1169830,35,-1.63704578622119,1.52783042184705,0.256766086662024,-1.65416898002545,0.477335252226838,0.121980123310006,0.323237586474811
"2912",193,123,91,234,134,43,32,370,217,0,0,0,0,6,0,0.252105,6.2521,1602,1114,28344.4,229850,5248470,1739290,20571.2,88606,1188210,1188210,25,-1.60740445369235,2.26253768605486,0.339547491741845,-0.0618833973959143,0.452786327065894,-0.12486939524102,0.159777358923382
"2913",193,123,91,234,134,43,32,370,217,0,0,0,0,6,0,0.254134,6.25413,1602,1114,28360.3,229603,5248280,1739660,20941.8,88494.5,1188240,1188240,25,-1.60544496336437,2.26280060405259,0.339028207380997,-0.0584127387828681,0.450523611568306,-0.116862163601966,0.161201086651367
"2914",193,123,91,234,134,43,32,370,217,0,0,0,0,6,0,0.254134,6.25413,1602,1114,28360.3,229603,5248280,1739660,20941.8,88494.5,1188240,1188240,25,-1.60544496336437,2.26280060405259,0.339028207380997,-0.0584127387828681,0.450523611568306,-0.116862163601966,0.161201086651367
"2915",193,123,91,234,134,43,32,370,217,0,0,0,0,6,0,0.254134,6.25413,1602,1114,28360.3,229603,5248280,1739660,20941.8,88494.5,1188240,1188240,25,-1.60544496336437,2.26280060405259,0.339028207380997,-0.0584127387828681,0.450523611568306,-0.116862163601966,0.161201086651367
"2916",193,123,91,234,134,43,32,370,217,0,0,0,0,6,0,0.254134,6.25413,1602,1114,28360.3,229603,5248280,1739660,20941.8,88494.5,1188240,1188240,25,-1.60544496336437,2.26280060405259,0.339028207380997,-0.0584127387828681,0.450523611568306,-0.116862163601966,0.161201086651367
"2917",193,123,91,234,134,43,32,370,217,0,0,0,0,6,0,0.254134,6.25413,1602,1114,28360.3,229603,5248280,1739660,20941.8,88494.5,1188240,1188240,25,-1.60544496336437,2.26280060405259,0.339028207380997,-0.0584127387828681,0.450523611568306,-0.116862163601966,0.161201086651367
"2918",193,123,91,234,134,43,32,370,217,0,0,0,0,6,0,0.254134,6.25413,1602,1114,28360.3,229603,5248280,1739660,20941.8,88494.5,1188240,1188240,25,-1.60544496336437,2.26280060405259,0.339028207380997,-0.0584127387828681,0.450523611568306,-0.116862163601966,0.161201086651367
"2919",193,123,91,234,134,43,32,370,217,0,0,0,0,6,0,0.254134,6.25413,1602,1114,28360.3,229603,5248280,1739660,20941.8,88494.5,1188240,1188240,25,-1.60544496336437,2.26280060405259,0.339028207380997,-0.0584127387828681,0.450523611568306,-0.116862163601966,0.161201086651367
"2920",193,123,91,234,134,43,32,370,217,0,0,0,0,6,0,0.254134,6.25413,1602,1114,28360.3,229603,5248280,1739660,20941.8,88494.5,1188240,1188240,25,-1.60544496336437,2.26280060405259,0.339028207380997,-0.0584127387828681,0.450523611568306,-0.116862163601966,0.161201086651367
"2921",193,123,91,234,134,43,32,370,217,0,0,0,0,6,0,0.254134,6.25413,1602,1114,28360.3,229603,5248280,1739660,20941.8,88494.5,1188240,1188240,25,-1.60544496336437,2.26280060405259,0.339028207380997,-0.0584127387828681,0.450523611568306,-0.116862163601966,0.161201086651367
"2922",194,122,91,212,134,43,32,292,217,0,0,0,0,6,0,0.251872,6.25187,1608,1108,28403.4,229345,5248080,1740020,21295.8,88366.1,1188260,1188260,25,-1.6866547916917,2.22364685454716,0.65239543594823,-0.0251179680089063,0.780563827723083,0.00290884234127736,0.0744268361419065
"2923",194,122,91,212,134,43,32,292,217,0,0,0,0,6,0,0.251872,6.25187,1608,1108,28403.4,229345,5248080,1740020,21295.8,88366.1,1188260,1188260,25,-1.6866547916917,2.22364685454716,0.65239543594823,-0.0251179680089063,0.780563827723083,0.00290884234127736,0.0744268361419065
"2924",194,122,91,212,134,43,32,292,217,0,0,0,0,6,0,0.251872,6.25187,1608,1108,28403.4,229345,5248080,1740020,21295.8,88366.1,1188260,1188260,25,-1.6866547916917,2.22364685454716,0.65239543594823,-0.0251179680089063,0.780563827723083,0.00290884234127736,0.0744268361419065
"2925",192,122,91,210,133,42,32,374,195,0,0,0,0,6,0,0.251872,6.25187,1602,1111,28830.9,229039,5247720,1740130,21124.6,87964.6,1187830,1187830,25,-1.59235259736889,2.27449321853526,0.36730825782326,-0.0941036103530224,0.449863046548385,-0.102332291532876,0.17229311339609
"2926",163,116,89,213,129,37,35,362,202,0,0,0,0,6,0,0.250013,6.25001,1437,1189,28614.9,227803,5245620,1738860,17340.1,85017.6,1183570,1183570,32,-1.42261717253315,1.95188456639002,0.210938660606454,-1.16027881244502,0.296470303527522,-0.232562434901823,0.161141171604231
"2927",163,116,89,213,129,37,35,362,202,0,0,0,0,6,0,0.250013,6.25001,1437,1189,28614.9,227803,5245620,1738860,17340.1,85017.6,1183570,1183570,32,-1.42261717253315,1.95188456639002,0.210938660606454,-1.16027881244502,0.296470303527522,-0.232562434901823,0.161141171604231
"2928",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2929",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2930",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2931",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2932",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2933",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2934",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2935",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2936",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2937",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2938",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2939",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2940",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2941",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2942",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2943",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2944",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2945",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2946",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2947",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2948",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2949",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"2950",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.25006,6.25006,1587,1081,22562.9,221806,5239910,1744550,21569.9,79817.4,1180020,1180020,32,-1.70152693080162,2.03709567882318,0.661454140285006,-0.178517335073018,0.724096615812132,0.315501104253191,0.0936462029686189
"2951",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.25006,6.25006,1587,1081,22562.9,221806,5239910,1744550,21569.9,79817.4,1180020,1180020,32,-1.70152693080162,2.03709567882318,0.661454140285006,-0.178517335073018,0.724096615812132,0.315501104253191,0.0936462029686189
"2952",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.25006,6.25006,1587,1081,22562.9,221806,5239910,1744550,21569.9,79817.4,1180020,1180020,32,-1.70152693080162,2.03709567882318,0.661454140285006,-0.178517335073018,0.724096615812132,0.315501104253191,0.0936462029686189
"2953",198,123,91,236,135,38,34,262,202,0,0,0,0,7,0,0.253213,7.25321,1631,1033,18470.4,217482,5236710,1751210,28831.3,78303.2,1181120,1181120,25,-1.94968456014435,1.91024876898712,0.814819438321803,0.125340084045569,1.02747644441775,0.592878455861685,0.235401749966427
"2954",198,123,91,236,135,38,34,262,202,0,0,0,0,7,0,0.253213,7.25321,1631,1033,18470.4,217482,5236710,1751210,28831.3,78303.2,1181120,1181120,25,-1.94968456014435,1.91024876898712,0.814819438321803,0.125340084045569,1.02747644441775,0.592878455861685,0.235401749966427
"2955",198,123,91,236,135,38,34,262,202,0,0,0,0,7,0,0.253213,7.25321,1631,1033,18470.4,217482,5236710,1751210,28831.3,78303.2,1181120,1181120,25,-1.94968456014435,1.91024876898712,0.814819438321803,0.125340084045569,1.02747644441775,0.592878455861685,0.235401749966427
"2956",198,123,91,236,135,38,34,262,202,0,0,0,0,7,0,0.253213,7.25321,1631,1033,18470.4,217482,5236710,1751210,28831.3,78303.2,1181120,1181120,25,-1.94968456014435,1.91024876898712,0.814819438321803,0.125340084045569,1.02747644441775,0.592878455861685,0.235401749966427
"2957",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
