"","bio_1","bio_2","bio_3","bio_4","bio_7","bio_14","bio_15","bio_18","bio_19","Built2009","crop2005","NavWat2009","Pastur2009","Popden2010","Railways","Roads","HFP2009","pet_he_yr","aet_yr","perren_str","interm_str","dams","canals","perren_wb","interm_wb","dry_salt_f","ocean_sea","prelim_ric","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"101",167,109,73,638,149,4,65,337,110,0,0,0,0,7,0,8,15,1400,1037,20669.9,181690,5391290,1450630,20905,353459,1174500,1174500,20,-1.61903749858188,-1.67771962048529,1.47116855881956,-0.236487011485416,-0.325217707669186,-0.394499907006957,0.703278050535288
"102",247,102,74,502,137,3,63,112,91,0,0,0,0,0,0,0,0,1672,767,65.0727,208673,5396150,1488820,1062.43,304977,1209290,1209290,16,-0.895272680993582,0.522361961627909,4.62439827333809,0.423236667443982,-0.79273184899782,0.878618567070968,-1.07878639610415
"103",247,102,74,502,137,3,63,112,91,0,0,0,0,0,0,0,0,1672,767,65.0727,208673,5396150,1488820,1062.43,304977,1209290,1209290,16,-0.895272680993582,0.522361961627909,4.62439827333809,0.423236667443982,-0.79273184899782,0.878618567070968,-1.07878639610415
"104",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20570.5,181621,5391200,1450760,20955.5,353313,1174470,1174470,20,-1.59639648370197,-1.79217147169157,1.41159940158953,-0.400178549761734,-0.47467914512081,-0.468015278372732,0.704609540020372
"105",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"106",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20423,181056,5390810,1450300,21750.4,354151,1173540,1173540,20,-1.81065816466343,-2.23617308679095,2.42747916520255,0.159647017882502,-1.52970789146398,-0.462234261911909,0.676417993193729
"107",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20553.2,181640,5391200,1450840,20917.1,353202,1174520,1174520,20,-1.59670746140909,-1.79216954803451,1.41134526143295,-0.400463053253024,-0.474470022430006,-0.468359616840624,0.704452571276212
"108",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20553.2,181640,5391200,1450840,20917.1,353202,1174520,1174520,20,-1.59670746140909,-1.79216954803451,1.41134526143295,-0.400463053253024,-0.474470022430006,-0.468359616840624,0.704452571276212
"109",247,102,74,502,137,3,63,112,91,0,0,0,0,0,0,0,0,1672,767,65.0727,208673,5396150,1488820,1062.43,304977,1209290,1209290,16,-0.895272680993582,0.522361961627909,4.62439827333809,0.423236667443982,-0.79273184899782,0.878618567070968,-1.07878639610415
"110",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"111",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20328.5,181001,5390740,1450430,21778,354009,1173530,1173530,20,-1.81111253534522,-2.23569082556645,2.42652475565645,0.160415058371753,-1.53057389129848,-0.459233302548345,0.676691677070647
"112",204,110,80,321,137,8,58,212,148,0,0,0,0,8,0,4,12,1565,1120,24822.4,187140,5361390,1527140,16625.2,267216,1185520,1185520,23,-1.55797168653084,-0.248918890803044,1.91966957863447,0.132945155749188,1.11947795880055,0.0382758001941735,0.561914121837013
"113",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"114",247,102,74,502,137,3,63,112,91,0,0,0,0,0,0,0,0,1672,767,65.0727,208673,5396150,1488820,1062.43,304977,1209290,1209290,16,-0.895272680993582,0.522361961627909,4.62439827333809,0.423236667443982,-0.79273184899782,0.878618567070968,-1.07878639610415
"115",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20747.2,181247,5391060,1449820,21629.9,354685,1173580,1173580,20,-1.80918969012035,-2.23789726005748,2.43079625042626,0.156777889868029,-1.52656083925216,-0.473078395651756,0.675391347643413
"116",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"117",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"118",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"119",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38909.3,192856,5409580,1435040,3406.41,365259,1191250,1191250,19,-1.22549418472024,-1.83818748470692,2.94044574183251,0.962784742225451,0.945118985361338,-0.91285577393399,-0.00502051137268077
"120",167,109,73,638,149,4,65,337,110,0,0,0,0,7,0,8,15,1400,1037,20669.9,181690,5391290,1450630,20905,353459,1174500,1174500,20,-1.61903749858188,-1.67771962048529,1.47116855881956,-0.236487011485416,-0.325217707669186,-0.394499907006957,0.703278050535288
"121",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"122",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"123",204,110,80,321,137,8,58,212,148,0,0,0,0,8,0,4,12,1565,1120,24822.4,187140,5361390,1527140,16625.2,267216,1185520,1185520,23,-1.55797168653084,-0.248918890803044,1.91966957863447,0.132945155749188,1.11947795880055,0.0382758001941735,0.561914121837013
"124",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"125",247,102,74,502,137,3,63,112,91,0,0,0,0,0,0,0,0,1672,767,65.0727,208673,5396150,1488820,1062.43,304977,1209290,1209290,16,-0.895272680993582,0.522361961627909,4.62439827333809,0.423236667443982,-0.79273184899782,0.878618567070968,-1.07878639610415
"126",247,102,74,502,137,3,63,112,91,0,0,0,0,0,0,0,0,1672,767,65.0727,208673,5396150,1488820,1062.43,304977,1209290,1209290,16,-0.895272680993582,0.522361961627909,4.62439827333809,0.423236667443982,-0.79273184899782,0.878618567070968,-1.07878639610415
"127",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"128",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20399.6,181030,5390790,1450320,21776.5,354139,1173520,1173520,20,-1.81067649939327,-2.23601437586297,2.42726229524392,0.160021922767349,-1.53007665255096,-0.461084334107358,0.676572017210131
"129",247,102,74,502,137,3,63,112,91,0,0,4,0,8,0,8,20,1672,767,102.62,208651,5395820,1489470,1753.78,304310,1209270,1209270,16,-1.56084022914888,-2.27855005237475,4.3913930676309,2.49963750254236,4.15974403243739,-0.794510289078309,-4.74979166470108
"130",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38909.3,192856,5409580,1435040,3406.41,365259,1191250,1191250,19,-1.22549418472024,-1.83818748470692,2.94044574183251,0.962784742225451,0.945118985361338,-0.91285577393399,-0.00502051137268077
"131",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"132",170,109,72,662,150,4,65,328,29,0,0,0,1,7,0,8,16,1415,1036,20261.2,180958,5390690,1450520,21802.7,353912,1173510,1173510,20,-1.8671223462729,-2.13469942109241,2.42350116485908,0.138174663572422,-1.52922734959055,-0.4195054377981,0.694124758402321
"133",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"134",247,102,74,502,137,3,63,112,91,0,0,0,0,0,0,0,0,1672,767,65.0727,208673,5396150,1488820,1062.43,304977,1209290,1209290,16,-0.895272680993582,0.522361961627909,4.62439827333809,0.423236667443982,-0.79273184899782,0.878618567070968,-1.07878639610415
"135",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38909.3,192856,5409580,1435040,3406.41,365259,1191250,1191250,19,-1.22549418472024,-1.83818748470692,2.94044574183251,0.962784742225451,0.945118985361338,-0.91285577393399,-0.00502051137268077
"136",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20734.2,181288,5391080,1449910,21593.4,354551,1173680,1173680,20,-1.80943476654517,-2.23786700563783,2.43058350912096,0.156494593621081,-1.52633125242637,-0.473558884592648,0.675238910661016
"137",178,109,72,681,151,4,66,315,115,0,0,0,1,7,0,4,12,1433,1038,24212.5,184351,5394330,1446330,18367.9,357884,1176090,1176090,20,-1.79471476491446,-1.68287723834353,2.8167110374046,-0.270915875778995,-1.53780683270869,-0.3923756780511,0.411090029342988
"138",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38877.7,192814,5409540,1435050,3440.33,365289,1191210,1191210,19,-1.22548968705446,-1.83799879391839,2.94016696907187,0.963286649795741,0.94461821604567,-0.911321247333482,-0.00481386132993641
"139",178,109,72,681,151,4,66,315,115,0,0,0,1,7,0,4,12,1433,1038,24212.5,184351,5394330,1446330,18367.9,357884,1176090,1176090,20,-1.79471476491446,-1.68287723834353,2.8167110374046,-0.270915875778995,-1.53780683270869,-0.3923756780511,0.411090029342988
"140",247,102,74,502,137,3,63,112,91,0,0,4,0,8,0,8,20,1672,767,102.62,208651,5395820,1489470,1753.78,304310,1209270,1209270,16,-1.56084022914888,-2.27855005237475,4.3913930676309,2.49963750254236,4.15974403243739,-0.794510289078309,-4.74979166470108
"141",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20734.2,181288,5391080,1449910,21593.4,354551,1173680,1173680,20,-1.80943476654517,-2.23786700563783,2.43058350912096,0.156494593621081,-1.52633125242637,-0.473558884592648,0.675238910661016
"142",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"143",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20423,181056,5390810,1450300,21750.4,354151,1173540,1173540,20,-1.81065816466343,-2.23617308679095,2.42747916520255,0.159647017882502,-1.52970789146398,-0.462234261911909,0.676417993193729
"144",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20747.2,181247,5391060,1449820,21629.9,354685,1173580,1173580,20,-1.80918969012035,-2.23789726005748,2.43079625042626,0.156777889868029,-1.52656083925216,-0.473078395651756,0.675391347643413
"145",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20734.2,181288,5391080,1449910,21593.4,354551,1173680,1173680,20,-1.80943476654517,-2.23786700563783,2.43058350912096,0.156494593621081,-1.52633125242637,-0.473558884592648,0.675238910661016
"146",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20423,181056,5390810,1450300,21750.4,354151,1173540,1173540,20,-1.81065816466343,-2.23617308679095,2.42747916520255,0.159647017882502,-1.52970789146398,-0.462234261911909,0.676417993193729
"147",170,109,71,690,152,4,65,331,111,0,0,0,1,7,0,8,16,1412,1037,21566.3,182207,5391970,1449310,20658.8,354939,1174610,1174610,20,-1.81307616416321,-2.2480128006146,2.3982322931306,0.0894160239003127,-1.55251874831494,-0.529250434228975,0.676449947756727
"148",178,109,72,681,151,4,66,315,115,0,0,0,1,7,0,4,12,1433,1038,24212.5,184351,5394330,1446330,18367.9,357884,1176090,1176090,20,-1.79471476491446,-1.68287723834353,2.8167110374046,-0.270915875778995,-1.53780683270869,-0.3923756780511,0.411090029342988
"149",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"150",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"151",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20848.7,181381,5391180,1449780,21511.9,354680,1173740,1173740,20,-1.80910675176671,-2.23855367666163,2.43169915830441,0.155104939483926,-1.52489816059696,-0.478199931118658,0.674696951092217
"152",247,102,74,502,137,3,63,112,91,0,0,4,0,8,0,8,20,1672,767,102.62,208651,5395820,1489470,1753.78,304310,1209270,1209270,16,-1.56084022914888,-2.27855005237475,4.3913930676309,2.49963750254236,4.15974403243739,-0.794510289078309,-4.74979166470108
"153",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20423,181056,5390810,1450300,21750.4,354151,1173540,1173540,20,-1.81065816466343,-2.23617308679095,2.42747916520255,0.159647017882502,-1.52970789146398,-0.462234261911909,0.676417993193729
"154",170,109,71,690,152,4,65,331,111,0,0,0,1,7,0,8,16,1412,1037,21566.3,182207,5391970,1449310,20658.8,354939,1174610,1174610,20,-1.81307616416321,-2.2480128006146,2.3982322931306,0.0894160239003127,-1.55251874831494,-0.529250434228975,0.676449947756727
"155",247,102,74,502,137,3,63,112,91,0,0,4,0,8,0,8,20,1672,767,102.62,208651,5395820,1489470,1753.78,304310,1209270,1209270,16,-1.56084022914888,-2.27855005237475,4.3913930676309,2.49963750254236,4.15974403243739,-0.794510289078309,-4.74979166470108
"156",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20399.6,181030,5390790,1450320,21776.5,354139,1173520,1173520,20,-1.81067649939327,-2.23601437586297,2.42726229524392,0.160021922767349,-1.53007665255096,-0.461084334107358,0.676572017210131
"157",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"158",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20747.2,181247,5391060,1449820,21629.9,354685,1173580,1173580,20,-1.80918969012035,-2.23789726005748,2.43079625042626,0.156777889868029,-1.52656083925216,-0.473078395651756,0.675391347643413
"159",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20848.7,181381,5391180,1449780,21511.9,354680,1173740,1173740,20,-1.80910675176671,-2.23855367666163,2.43169915830441,0.155104939483926,-1.52489816059696,-0.478199931118658,0.674696951092217
"160",178,109,72,681,151,4,66,315,115,0,0,0,1,7,0,4,12,1433,1038,24212.5,184351,5394330,1446330,18367.9,357884,1176090,1176090,20,-1.79471476491446,-1.68287723834353,2.8167110374046,-0.270915875778995,-1.53780683270869,-0.3923756780511,0.411090029342988
"161",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20848.7,181381,5391180,1449780,21511.9,354680,1173740,1173740,20,-1.80910675176671,-2.23855367666163,2.43169915830441,0.155104939483926,-1.52489816059696,-0.478199931118658,0.674696951092217
"162",178,109,72,681,151,4,66,315,115,0,0,0,1,7,0,4,12,1433,1038,24212.5,184351,5394330,1446330,18367.9,357884,1176090,1176090,20,-1.79471476491446,-1.68287723834353,2.8167110374046,-0.270915875778995,-1.53780683270869,-0.3923756780511,0.411090029342988
"163",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38909.3,192856,5409580,1435040,3406.41,365259,1191250,1191250,19,-1.22549418472024,-1.83818748470692,2.94044574183251,0.962784742225451,0.945118985361338,-0.91285577393399,-0.00502051137268077
"164",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"165",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20734.2,181288,5391080,1449910,21593.4,354551,1173680,1173680,20,-1.80943476654517,-2.23786700563783,2.43058350912096,0.156494593621081,-1.52633125242637,-0.473558884592648,0.675238910661016
"166",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38909.3,192856,5409580,1435040,3406.41,365259,1191250,1191250,19,-1.22549418472024,-1.83818748470692,2.94044574183251,0.962784742225451,0.945118985361338,-0.91285577393399,-0.00502051137268077
"167",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38909.3,192856,5409580,1435040,3406.41,365259,1191250,1191250,19,-1.22549418472024,-1.83818748470692,2.94044574183251,0.962784742225451,0.945118985361338,-0.91285577393399,-0.00502051137268077
"168",245,95,78,714,121,11,69,149,470,0,0,4,0,3,0,1.33947,8.33947,1594,1138,51064.8,295084,4206340,2246350,64.5158,666060,2478770,2478770,55,3.66007001845455,-1.35736645768339,3.21123908378111,0.962052041893037,3.82663496374953,-1.3271215876308,-6.33078366431907
"169",257,64,75,777,85,67,59,349,820,0,0,3.2534e-05,0,4,0,8,17,1351,1267,23746.5,23212.6,4262010,2124060,23896.6,814320,2449480,2449480,74,4.98769400648691,-1.1169048110683,-0.621139380077344,-0.498214472626151,0.305843870098446,0.265461842737368,0.491661900450784
"170",247,80,76,847,104,44,60,728,468,0,0,0,0,4,0,4,8,1479,1302,26362.2,85006,4270880,2181880,38980.8,783898,2459860,2459860,81,4.98315446337619,-0.262066224255132,-1.40295073129003,-0.252790835644453,-1.69524970356282,0.561409896919828,0.517790214200479
"171",247,80,76,847,104,44,60,728,468,0,0,0,0,4,0,4,8,1479,1302,26362.2,85006,4270880,2181880,38980.8,783898,2459860,2459860,81,4.98315446337619,-0.262066224255132,-1.40295073129003,-0.252790835644453,-1.69524970356282,0.561409896919828,0.517790214200479
"172",247,80,76,847,104,44,60,728,468,0,0,0,0,4,0,4,8,1479,1302,26362.2,85006,4270880,2181880,38980.8,783898,2459860,2459860,81,4.98315446337619,-0.262066224255132,-1.40295073129003,-0.252790835644453,-1.69524970356282,0.561409896919828,0.517790214200479
"173",247,80,76,847,104,44,60,728,468,0,0,0,0,4,0,4,8,1479,1302,26362.2,85006,4270880,2181880,38980.8,783898,2459860,2459860,81,4.98315446337619,-0.262066224255132,-1.40295073129003,-0.252790835644453,-1.69524970356282,0.561409896919828,0.517790214200479
"174",237,95,84,587,113,36,55,381,408,0,0,0,0,3,0,4,7,1571,1276,10511.5,266691,4371100,2325420,127213,839009,2405560,2405560,65,4.39029108380271,0.877908399595252,-0.312073208437124,1.49877164530388,-1.00202775121705,2.73374245112759,0.286205925667529
"175",237,95,84,587,113,36,55,381,408,0,0,0,0,3,0,4,7,1571,1276,10511.5,266691,4371100,2325420,127213,839009,2405560,2405560,65,4.39029108380271,0.877908399595252,-0.312073208437124,1.49877164530388,-1.00202775121705,2.73374245112759,0.286205925667529
